sentence_id_1,sentence_id_2
B0588002p,B1139009p
B0179001sc,S0019793003sc
B0240010p,S0080014006p
B0192003p,S0020368009p
B1082006p,S0051674008p
B0268001p,S0017165011p
B1203002sc,S0022821002sc
B0708001p,S0022712002p
B1081006p,S0022620008p
B0892002p,S0021333006p
B0989001sc,S0016683001sc
B0317006p,S0023776006p
B0315004p,S0023865002p
B0837001p,S0051699002p
B0679002p,S0022710008p
B0009006p,S0016928002p
B0143002sc,S0022597002sc
B0642007p,S0020223001p
B0205001p,S0017084003p
B0076005p,S0017342001p
B1015002sc,S0023593003sc
B0608003p,B0842006p
B0603001p,S0024404002p
B0214004p,S0021048002p
B0228002sc,S0023832002sc
B0652001sc,S0023588001sc
B1072008p,S0022662001p
B0325002p,S0020560006p
B0286002sc,S0018120001sc
B1078003p,S0022793002p
B0386003p,S0053103005p
B0736002p,S0020898006p
B0491004p,S0070479001p
B0175001sc,S0023043006sc
B0410003p,S0023465005p
B0568004p,S0001012005p
B0469003sc,S0020837001sc
B0004004p,S0010848003p
B0175002p,S0023943003p
B0868005p,S0022931007p
B0156002sc,S0019793001sc
B0766006p,S0020260006p
B0321001sc,B1153001sc
B1042009p,S0017366001p
B0219002sc,S0010748001sc
B0283002sc,S0018212003sc
B0405004p,S0053258006p
B0911002p,S0020541004p
B0680007p,S0023455003p
B0097002p,S0024397003p
B0646009p,S0024425002p
B0619008p,S0017617003p
B0522001sc,S0018104003sc
B0036007p,S0020601001p
B0531001p,B0792005p
B0426002p,S0019256002p
B1056006p,S0010869005p
B0317001p,S0021307010p
B0214006p,S0021310001p
B0488005p,S0019882004p
B0107006p,S0053352001p
B0817001p,S0020255002p
B0772001sc,S0000814001sc
B0176002sc,B0911001sc
B1145001p,S0022894001p
B0613001sc,S0023106002sc
B0061003p,B0717004p
B0759002sc,S0024144002sc
B0417006p,S0017188010p
B1073003p,S0022871005p
B0557005p,B0756003p
B0187001sc,S0017202001sc
B0672010p,S0020953002p
B0554004p,S0023462009p
B0820005p,S0018263007p
B0749003p,S0023446006p
B0893005p,S0023843006p
B1101002p,S0017305006p
B0783012p,S0020349004p
B0101001p,S0020971001p
B0163006p,B0786001p
B0440008p,S0024074003p
B0672005p,S0017329007p
B0665002p,S0019577001p
B0088002p,S0023221005p
B0433010p,B0889004p
B0083007p,B0508002p
B0051001sc,S0022903002sc
B0567002p,S0051932001p
B0867002p,S0023467006p
B0297005p,S0022805006p
B0308006p,S0022960001p
B1028004p,S0023456006p
B0057004p,B0406009p
B0459005p,S0020264005p
B1133003p,S0070439006p
B0160004p,S0019519005p
B0642008p,S0003056001p
B0039007p,S0019987002p
B0257003p,S0017143005p
B0510002sc,S0023161002sc
B0457005p,S0020043002p
B1046001p,S0000996007p
B0450011p,S0023346003p
B0261001sc,S0019204003sc
B0177004p,B0277001p
B0670007p,S0023902002p
B1206002sc,S0020886001sc
B0812002p,S0022809001p
B1166003p,S0024320004p
B0109001sc,S0020270003sc
B0628008p,S0023050003p
B0386001p,S0003015005p
B0179006sc,B0296003sc
B0008003p,S0017863004p
B0665003p,S0024326005p
B1149001p,S0022764006p
B0762004p,S0070462004p
B0929002sc,S0017925001sc
B0026002p,S0024418003p
B0938002p,S0019311002p
B1025006p,S0004221008p
B1026002sc,S0020818002sc
B0601001p,S0020322003p
B0880003p,S0018682002p
B1117001p,S0022843008p
B1176002p,S0051869004p
B0340010p,B0980002p
B0473002sc,S0017652001sc
B0335006p,S0053530009p
B0887001sc,S0016536001sc
B1183010p,S0023485004p
B1007006sc,S0021114003sc
B0481004p,S0018258003p
B0841003p,S0010881003p
B0017008p,S0021135009p
B0611002sc,S0020485002sc
B0773007p,B0923005p
B0305007p,S0018537007p
B0582005p,B0973007p
B0690003sc,S0080501003sc
B0108004p,B0196005p
B0243006p,S0020132007p
B0174008p,B0263001p
B0545002sc,S0017735002sc
B0839006p,S0017466001p
B0520005p,S0024189004p
B1076001p,S0020762004p
B0887002sc,S0023458001sc
B0570001p,S0019300001p
B1041001p,B1044004p
B0275001sc,S0024011003sc
B0035009p,S0051739003p
B0396003p,S0023423003p
B0187009p,S0018591005p
B0539002sc,S0018642001sc
B0679008p,B1178003p
B0514008p,B0579009p
B0548004p,S0019052001p
B0925002sc,S0017172003sc
B1157009p,S0017730002p
B0775001p,S0020288004p
B0474004p,S0024476003p
B0752005p,S0022896002p
B0901001sc,S0019549002sc
B0758001sc,S0051979001sc
B0651002sc,S0024350001sc
B0297001sc,S0019520002sc
B1137001sc,S0016581003sc
B1043009p,S0019570006p
B0441001sc,B0760001sc
B0367004p,S0016633001p
B0347001p,B0782002p
B0242008p,B0580007p
B0143002p,S0051796006p
B0624003p,S0017383001p
B1103001p,S0023088001p
B0474007p,S0016661008p
B0122005p,S0019874001p
B0227010p,S0023233002p
B0131001sc,S0007010001sc
B0891005p,S0016676004p
B0230001sc,S0023946002sc
B0934008p,S0010888004p
B0876003p,S0020456005p
B0451003p,S0017165009p
B0184004p,S0023457002p
B0017002p,S0020964009p
B0837004sc,S0020246002sc
B1142001p,S0019581001p
B0813005p,B0821007p
B0816003p,S0022625005p
B0554008p,S0022741004p
B0347005p,S0019052006p
B1010003p,S0024334003p
B0682002p,S0003515003p
B0129006p,S0051642002p
B0052004p,S0016491005p
B0094006p,S0019888010p
B0503011p,S0020671005p
B0710002sc,S0023533001sc
B0454003sc,S0018589002sc
B0255004p,S0017700002p
B0700001p,B0864003p
B0396002p,S0070450004p
B0491004p,S0018456002p
B0190002sc,S0023665002sc
B0213001sc,S0023240001sc
B0290001sc,S0053484001sc
B0995003p,S0022789002p
B1213002sc,S0017392002sc
B0127002p,S0018391002p
B0250009p,S0070442001p
B0973003sc,S0020923001sc
B1197001p,S0019124008p
B0307003p,S0051688002p
B0624004p,S0022875004p
B1058002p,S0023386001p
B0692005p,S0024313003p
B0523005p,S0022654008p
B0600007p,S0022952003p
B0032001p,S0017188005p
B0171002p,B0402004p
B0566007p,S0022963006p
B0244004p,S0053295005p
B0718003p,S0023247001p
B0303008p,S0053100008p
B0481001p,S0018873003p
B0180001sc,S0019354003sc
B0302004p,S0018355002p
B1063003sc,S0016916002sc
B0842006p,S0022644008p
B0303005p,S0020018001p
B0175004p,B1199005p
B0091003p,B0656002p
B1210005p,S0019962002p
B0578008p,B1176005p
B0913001sc,S0019560001sc
B0547008p,S0010841006p
B0868004p,S0000821006p
B0027005p,B0314001p
B1083002p,S0020334007p
B0506001p,S0051857011p
B0328004p,S0053560008p
B0998002sc,S0022861003sc
B0985001sc,S0052055001sc
B0871002p,S0010689001p
B1185004p,S0018470001p
B1173006p,S0022821004p
B0516005p,S0053529002p
B0112006p,S0019145005p
B0616001sc,S0017876001sc
B0023011p,S0019175007p
B0749002p,S0022857004p
B0422002sc,S0051568003sc
B0739002sc,S0019549003sc
B0539009p,B0724003p
B1208006p,S0016714002p
B0169002p,B0302007p
B0518003sc,S0020301001sc
B1201002p,S0080010005p
B0261003sc,S0017269002sc
B0995002sc,S0019665005sc
B0580007p,S0019857007p
B0503006p,S0021251001p
B0547009p,S0020297004p
B1069005p,S0020606001p
B0696003p,S0080560006p
B0892002sc,S0018228003sc
B0463005p,S0051863005p
B0240001p,B1205005p
B0773004p,S0022997008p
B0004004p,B0641007p
B0461001p,S0016427008p
B0263008p,B0312002p
B0512003sc,S0053566001sc
B0638002p,S0020682003p
B0431005p,S0017293003p
B0397004p,S0052863001p
B0947004p,B1176003p
B0307004p,S0018246008p
B0974005p,S0004946007p
B1068003p,S0017287003p
B0937002sc,S0023457001sc
B0097004p,S0020238002p
B0492002p,S0019912006p
B0570001p,B0747001p
B0994005p,S0017143009p
B1085006p,S0016422006p
B0420002p,S0023897004p
B0594005p,B0968003p
B0309002sc,S0021073001sc
B0402007p,S0021164004p
B0022001p,S0052060003p
B0916001p,S0023475005p
B0823004p,S0002978002p
B0745002p,S0020735003p
B0697010p,S0022710003p
B1126008p,S0051812003p
B0775005p,S0003279004p
B0818001p,S0024123001p
B0587001sc,S0017636001sc
B0355004p,S0024449003p
B0181009p,B0672009p
B0542003p,S0024415008p
B0465004p,B0580007p
B0943001sc,S0016419003sc
B0547006p,S0024287005p
B1115003sc,S0018668001sc
B0460002p,B0878001p
B0461002sc,S0023076002sc
B0912007p,S0024410002p
B0803003p,S0016956004p
B0742003p,B0773002p
B0546001p,B0759004p
B0907001p,S0020962004p
B0301003p,S0022938006p
B0138007p,S0016666002p
B0370008p,S0052103004p
B0409004p,S0052042006p
B0723010p,S0018135007p
B0113001sc,S0020250001sc
B0243004p,S0019303007p
B0517001p,S0020061006p
B0376001p,S0019282005p
B0438002p,S0051740006p
B0923006p,S0018666007p
B0276001sc,S0024016002sc
B0613006p,B0746002p
B1037002p,S0051706006p
B0928005p,S0023475005p
B0981006p,S0017149008p
B0384001sc,S0023054001sc
B0606007p,S0053354003p
B0667003p,S0019300002p
B0616008p,S0001002002p
B1073006p,S0024481003p
B0196003p,B0308004p
B0450011p,S0018087001p
B0102002p,S0010839002p
B0801004p,S0023984001p
B1060001sc,S0017172002sc
B0732001p,B0848005p
B0540002p,S0021112004p
B1106005p,S0023896006p
B0547002sc,S0023114002sc
B0165002p,S0018093002p
B0649004p,B1079007p
B0306003p,S0023837005p
B0073004p,S0020792006p
B0872001sc,S0023697002sc
B0083003p,B0640008p
B0367001sc,S0053258003sc
B0433001sc,S0022961003sc
B0014002sc,S0052065001sc
B1028007p,S0017146002p
B1006005p,S0017218003p
B0799001p,B0934001p
B0334001sc,S0018311003sc
B0783011p,S0022908001p
B1159005p,S0018677005p
B0627002p,S0019351010p
B0158001sc,S0023177002sc
B0861007p,S0017077001p
B0343003p,S0023665007p
B0390005p,B0607001p
B0505006p,S0019438006p
B1019008p,S0052443004p
B0409001p,S0018677007p
B0618004p,S0018578002p
B0116001sc,B0977001sc
B0288004p,B0855007p
B0604001sc,S0070120002sc
B0557001p,S0023391007p
B0092001p,S0020671003p
B0016004p,S0018996006p
B0854002sc,S0022650001sc
B0320007p,B0468003p
B0013004p,S0020797003p
B0232002p,S0020914008p
B0252001sc,S0023090002sc
B0525009p,S0018209002p
B0847007p,S0017434001p
B0529002sc,S0000931003sc
B0635001sc,S0023348001sc
B0158001p,S0023854007p
B1018002p,S0023533007p
B0225005p,B0326006p
B0779006p,S0020887008p
B0978001sc,S0021337001sc
B1050007p,S0019725009p
B1132008p,S0023104007p
B0071002p,S0020976004p
B0175002sc,B0596002sc
B0665005p,B1020001p
B0918006p,S0023822005p
B0528004p,S0023574007p
B1087002p,B1200003p
B0950001p,B1084003p
B0957004p,S0020964009p
B0685001sc,S0023922002sc
B0207004p,S0022764005p
B0305008p,S0018423007p
B0701003sc,S0019892001sc
B0101001sc,S0018283003sc
B0116003sc,S0019325001sc
B0162005p,B0972006p
B0811003p,S0022873002p
B0526001sc,B0928001sc
B0058002p,S0017164007p
B0169001p,S0052834007p
B0321002p,S0022597003p
B0349010p,B0766003p
B0345009p,B0619008p
B0624006p,S0019737006p
B0366002sc,S0051767003sc
B0001005p,S0023457003p
B0374005p,B0406007p
B1061004p,S0023746002p
B0879003sc,S0010712001sc
B0018006p,S0070145007p
B0329003p,S0004948002p
B1135005p,S0017045002p
B0503001sc,S0051521002sc
B0168006p,S0020436002p
B0001001p,B0696011p
B0442001sc,B0961001sc
B0119004p,S0023923004p
B0252005p,S0018303007p
B0689002sc,S0020500002sc
B1166008p,S0003386001p
B1180001sc,S0022912002sc
B0309005p,B0477008p
B0337001sc,S0018759002sc
B0413010p,S0019837005p
B1084005p,S0023048011p
B1163006p,S0019701004p
B0333005p,S0018321003p
B0917008p,S0019297009p
B0179001sc,S0022962003sc
B0509007p,S0080502002p
B1130001p,S0022595005p
B0559006p,B0827004p
B0748002sc,S0022917002sc
B0879003sc,S0020975001sc
B0624002p,S0051982008p
B0048006p,S0053516005p
B0064004p,S0023471002p
B0433005p,S0052782004p
B0710005p,S0021047001p
B0520007p,S0020318005p
B0566006p,S0023618003p
B0095004sc,S0021128001sc
B1140006p,S0080017008p
B1000003sc,B1026001sc
B1162007p,S0020950007p
B0765003p,S0017754003p
B0193008p,S0019370003p
B0094004p,S0016419002p
B0962001sc,B0990001sc
B0317008p,S0023687004p
B0294005p,B0672008p
B0344010p,S0023228004p
B0213004p,S0052260004p
B0704001sc,S0020603003sc
B0805003p,S0023964006p
B0193001p,S0017084009p
B0589009p,S0018761008p
B0361001sc,S0018056002sc
B0961009p,S0024419006p
B0873002sc,S0023526002sc
B0187002p,S0019439003p
B0359004p,S0016905002p
B0269002sc,S0024488001sc
B0661003p,S0020226001p
B0112002p,B0850002p
B0113006p,B0992008p
B0441006p,S0023289006p
B0258009p,S0070525005p
B0229008p,S0023664001p
B0130001sc,S0020753002sc
B0938003sc,S0051842002sc
B0849002p,S0017829001p
B0613002sc,S0018909001sc
B0247001sc,S0023366004sc
B0563004p,S0021061002p
B0286005p,S0020544002p
B0335009p,S0023293004p
B0218004p,B0714004p
B0358002sc,S0018679001sc
B0583003p,S0023837007p
B0094010p,S0019823003p
B0677003p,S0019596006p
B0806005p,S0051740006p
B0103007p,S0000768004p
B0455003p,S0053102007p
B0033001sc,S0051869002sc
B0934008p,S0010689001p
B0502003p,S0051837003p
B0307001sc,S0070438001sc
B0871006p,S0016904004p
B0652005p,S0021108005p
B0249004p,S0024477003p
B0992003p,S0051839002p
B0321008p,S0021171008p
B0101005p,B0388008p
B0205002p,S0017077002p
B0326005p,S0052457007p
B0757003sc,S0020872001sc
B0210004p,S0052256001p
B0638005p,B1072007p
B0090006p,B1043004p
B1019008p,S0053466007p
B0934008p,S0018827007p
B1170001sc,S0023056001sc
B0644010p,S0021128003p
B0736002p,S0017394003p
B0066007p,B1004005p
B1095006p,S0022710008p
B0682011p,S0023008002p
B0654001sc,S0022931002sc
B1194002p,S0020586006p
B0309009p,S0023196001p
B0159002p,S0020406004p
B0419001sc,S0024495001sc
B0244007p,B1201004p
B0921002p,S0053353005p
B1088001sc,S0017884001sc
B0398001p,S0020837004p
B0081004p,S0019910006p
B0890002sc,S0023251002sc
B0943002p,S0023127009p
B0014007p,S0019145002p
B0101001p,B0367007p
B1138001p,S0017840008p
B0424004p,S0017934005p
B0271006p,B1162006p
B0147001p,B1174005p
B0054002p,S0021051006p
B0488004sc,S0052226003sc
B0800007p,S0019781008p
B0220002p,S0019349006p
B0099004p,B1207003p
B0502007p,S0020778007p
B1052003p,S0023532004p
B0890004p,S0023109006p
B0881006p,S0020429008p
B0030001sc,B1068001sc
B0263002p,B1093004p
B0642002p,S0018933004p
B1205001p,S0022743005p
B0263002p,S0019710003p
B0067002p,S0018319004p
B0687004p,S0017222006p
B0117002sc,S0020556004sc
B0196001p,B0817001p
B0194012p,S0024395008p
B0279004p,S0016878003p
B0350001sc,S0022929001sc
B1052002sc,S0023234003sc
B0651008p,S0016435008p
B0778003p,S0016417004p
B1044001sc,B1110001sc
B0618002sc,S0018591002sc
B0271004p,S0018350008p
B0794001p,S0020742003p
B0638002sc,S0021065001sc
B0305004p,B0513006p
B0814002sc,S0018555002sc
B0527004p,S0051765006p
B0627003p,B0982003p
B0315008p,S0017646005p
B0655002p,S0017779003p
B0666002sc,S0019688001sc
B0798001p,S0053165002p
B0598006p,S0019981005p
B1049001p,S0019440008p
B0128003p,S0024331004p
B0619004p,S0019211006p
B0222001sc,S0021295002sc
B0003004p,S0019390005p
B0359002sc,B0431001sc
B0350005p,S0016793003p
B1102001sc,S0018590002sc
B0456003p,B1068006p
B0901002p,B1065006p
B0836001sc,S0024419001sc
B0249009p,S0023856003p
B0270001p,S0021184004p
B0203002sc,B0726001sc
B0850007p,B0951001p
B0912007p,S0018618007p
B0137002sc,B0859002sc
B0450004p,S0023513001p
B0080005p,B1144002p
B0513003p,B1132007p
B0049001p,S0070463006p
B0705008p,S0021107008p
B1060002p,S0022958002p
B1139004p,S0018142003p
B0176001sc,S0023740002sc
B0830006p,S0022697001p
B0490002sc,S0023113002sc
B0539006p,S0017646003p
B0872005p,S0022857003p
B0470010p,B0878005p
B0949006p,S0017620004p
B0349004p,S0021220001p
B0130002sc,S0052094002sc
B0593002sc,S0023406001sc
B1111001sc,S0020358003sc
B0997001p,S0051574002p
B0864004p,S0051594005p
B1204004p,S0024315002p
B0583006p,S0023252001p
B0851001sc,S0019390002sc
B0988003sc,S0010876002sc
B0890003sc,S0023252003sc
B0313004p,S0018211004p
B0518003sc,S0023845001sc
B0828003sc,S0070482001sc
B0146010p,B0188002p
B0771003sc,S0080554002sc
B0397001p,S0003583009p
B0275002sc,S0021128002sc
B0279001p,S0020661001p
B0787002sc,S0053431002sc
B0339006p,S0023433002p
B0409003p,S0023812001p
B1106004p,S0020618010p
B0221001sc,S0022891002sc
B0755008p,S0010919001p
B0395007p,S0021088005p
B0143004p,S0023896003p
B0740001sc,B0919003sc
B0227010p,S0019686002p
B0761003sc,S0018172001sc
B0880002p,S0024268001p
B0746002sc,S0020986001sc
B0218008p,B0950010p
B0093004p,S0020349003p
B0745004p,S0000924005p
B0211003sc,B0556001sc
B0491005p,S0000801005p
B0233001p,S0000780001p
B1198001sc,S0021073003sc
B0224001sc,B1090001sc
B0010007p,B0362004p
B0025004p,S0020882008p
B0453001sc,B0593002sc
B0813001p,S0019328005p
B0019001p,B1139005p
B0691007p,S0019611010p
B1088002sc,S0020897002sc
B0593001p,S0023859003p
B1142007p,S0020468007p
B0778006p,S0022824004p
B1038002p,S0023391001p
B0779003p,S0051928007p
B0557005p,S0019602007p
B0202001sc,B0845001sc
B0096002sc,B0103002sc
B1070002sc,S0022668005sc
B0614003p,S0051842007p
B0725006p,S0019256005p
B1041007p,S0020274010p
B0050002sc,B1101001sc
B0752001p,S0052736002p
B0826001sc,S0020560001sc
B0048003sc,B0874001sc
B0262004p,S0023802003p
B0951006p,S0023055001p
B0933001p,S0017330007p
B1095005p,S0053135001p
B0272004sc,S0051893003sc
B0809002sc,S0021280001sc
B1085002p,S0017914008p
B0948002p,S0051754005p
B1101004p,S0019126004p
B0208009p,S0017384004p
B0182003p,S0020899008p
B0892001sc,S0020122002sc
B0167004p,S0017984008p
B0431003p,S0023239004p
B0141001p,S0020970001p
B0266003p,S0051843002p
B1027005p,S0020895005p
B0449003p,S0024415009p
B0163002p,S0023216001p
B0105006p,S0020250002p
B0207001p,S0017412006p
B0061006p,B0955007p
B0641001p,S0020398001p
B0439003sc,S0020849002sc
B0504001p,B0647002p
B0183004p,S0051928003p
B1125009p,S0020240005p
B0452006p,S0051928001p
B0546001p,S0023173006p
B0937002p,S0070548009p
B1207003p,S0080028007p
B0890003sc,S0022945002sc
B0456002sc,S0018702001sc
B0615001p,B0665004p
B0021002p,B0285007p
B0380005p,B0779008p
B1217005p,S0019485004p
B0574009p,S0000924002p
B0864004p,S0024351007p
B0504010p,S0017348001p
B1068001sc,S0020751003sc
B0029001p,S0024425003p
B0349001sc,S0052279002sc
B0329004p,B0571004p
B0052002sc,S0018256003sc
B1152002sc,S0051651002sc
B0192003p,S0020301002p
B0340001p,S0021341006p
B0439006p,S0023496006p
B1007004p,S0020590001p
B0870006p,S0017650005p
B0342003p,S0010809001p
B1188001sc,S0016948001sc
B1046008p,S0024301004p
B0180006p,B0205008p
B0369001p,B0424004p
B0558001sc,S0023196001sc
B1125009p,S0018566001p
B0391004p,S0022976002p
B0713003p,S0019927008p
B0284005p,S0000946003p
B0890005p,S0021338005p
B0010003p,B0562005p
B0239007p,S0022957010p
B0131002p,B0809001p
B0408001sc,B0758004sc
B0071001sc,B0076003sc
B0585002p,S0017984009p
B0700002p,S0052252003p
B0225002p,S0020992002p
B0603002sc,S0020896002sc
B0846001sc,S0017339003sc
B0837003sc,B1139001sc
B1074005p,S0022803008p
B1031003p,S0024073001p
B0335001p,S0080028009p
B0046004p,S0070548008p
B0700001sc,S0016388001sc
B0172002sc,S0023249002sc
B0218002sc,S0019939002sc
B0744003p,S0080003001p
B0530001p,S0020968004p
B0075006p,S0022744006p
B0472004p,B0824001p
B0154008p,S0021118008p
B1073004p,S0023622004p
B0439009p,S0010799001p
B0619002sc,S0021199001sc
B0076006p,S0019874008p
B0318002p,S0023492002p
B0087002p,S0017307005p
B0622001p,S0022951002p
B0099007p,S0001015006p
B0137004p,B0603001p
B1023001p,S0000730002p
B0279001p,S0024100004p
B0048003sc,B0339001sc
B0305001sc,S0019998002sc
B1116001p,S0003468002p
B1031003p,S0023366006p
B0268003p,S0020218001p
B1142007p,S0018055003p
B0529002sc,S0020913002sc
B0976004p,S0017362003p
B1093003p,S0018558002p
B0153002p,S0052007006p
B0646003sc,S0017507003sc
B0238001sc,S0018731001sc
B0850007p,S0023900004p
B1079001p,S0020219001p
B0200001sc,S0021000001sc
B0245001p,S0020751003p
B0322001sc,B0413001sc
B0117001sc,S0022736002sc
B0174002sc,S0017700003sc
B0741002p,S0024418001p
B0409002p,S0022976002p
B0098002p,B0794011p
B0945001sc,S0018704002sc
B0324003p,S0020018001p
B0007005p,S0003513003p
B0237005p,S0024429005p
B0062004p,B0850004p
B0362009p,S0019557003p
B1116005p,S0018494008p
B0008005p,B0903001p
B0796002p,S0022901001p
B0171003p,S0020600001p
B0054001sc,B1054001sc
B0171006p,S0023822004p
B0346008p,S0023441004p
Statement1,Statement2
Governance must be for the common good rather than the benefit of a singular ruler,The integrity of the government must be safeguarded during this tumultuous period
S0017264004p,B0978002p
S0020899001p,B1097006p
S0024404001p,B0160003p
B0529001sc,B0258002sc
S0023989003p,B0425007p
S0024058006p,B0867002p
S0023568006p,B0233001p
S0018637004p,B1065003p
S0010930005p,B0997009p
S0018647010p,B0104001p
S0053350004p,B0945005p
S0010739001p,B1196004p
S0020975004p,B0285006p
S0022972003sc,B0098002sc
S0024095002sc,B0301001sc
S0053484003p,B0061003p
S0023365003p,B0918001p
S0024213005p,B1062005p
S0023482006p,B0337006p
S0024451010p,B0003004p
S0020662001p,B0967004p
S0022598012p,B0058001p
S0021156002sc,B0272004sc
B1172001sc,B0325005sc
B0310002sc,B0204001sc
S0024371002sc,B1009004sc
S0023243001sc,B1197001sc
S0018283006p,B0902003p
S0020898008p,B0605001p
S0022957001sc,B1017002sc
S0017586002sc,B0058001sc
S0019226008p,B0416010p
S0023860001p,B1030003p
S0070415011p,B1170002p
S0023973002sc,B1093001sc
B0784001p,B0724005p
S0020848003sc,B0878002sc
B1173004p,B0539005p
S0021160006p,B0075001p
B1030001p,B0078001p
B1065003p,B0331006p
S0021330007p,B0656002p
S0023646006p,B0832007p
S0023550001sc,B0736002sc
S0021217002p,B0746002p
S0023292001sc,B0661001sc
S0023848007p,B0187003p
S0022662008p,B0913002p
S0022795007p,B1128012p
B0227003p,B0094010p
S0020432006p,B0078004p
B1041003p,B0938001p
S0023571002p,B0273003p
S0016422004p,B0831009p
S0017931008p,B0048001p
S0019145001p,B0794010p
S0070496002p,B0176002p
B0573003sc,B0378001sc
S0022862004p,B0331004p
S0052833001p,B0949006p
S0023441001sc,B0091001sc
S0022899005p,B0144002p
B0549010p,B0523002p
B0835006p,B0453007p
S0019351005p,B0883003p
S0022645002p,B0063004p
B0794009p,B0567006p
S0017084001sc,B0434001sc
S0023802003p,B0025005p
S0018501003p,B1132004p
S0070146004sc,B0718001sc
S0023562002sc,B1037001sc
S0022931007p,B1004002p
B1113006p,B0801007p
S0021000004p,B1205004p
B0721003p,B0283001p
S0053171011p,B0707011p
S0020794006p,B1154004p
S0004038005p,B0017002p
B1182002sc,B0536001sc
S0000992006p,B0487002p
S0017377001p,B0368009p
S0022846001p,B0836005p
S0020468002p,B0983002p
S0052447006p,B0314009p
S0051736004p,B0499005p
S0051845005p,B0718003p
S0018887001sc,B0270001sc
S0024390004p,B0306001p
S0023905004p,B0274007p
S0003516004p,B1130005p
B1157004p,B0509001p
S0023261002sc,B0529001sc
S0019349003p,B0458002p
S0017438002p,B0928002p
S0017768002sc,B0319004sc
S0020586007p,B0528003p
S0017623002p,B0266006p
S0053098002p,B0010004p
B0945002p,B0851002p
S0070494002p,B0573001p
S0010928005p,B0425006p
S0021117001p,B0135006p
S0022950001p,B0645006p
S0023086006p,B0678006p
S0016408005p,B0584001p
S0016654002p,B0546004p
S0017377008p,B1113002p
S0022951005p,B0859007p
S0018212005p,B0804010p
S0004277003p,B0720004p
S0020829006p,B0719004p
B0950001p,B0691007p
S0017940001p,B0858007p
S0052094001p,B0325008p
S0020872005p,B0234005p
B0819001sc,B0658002sc
S0020222008p,B1025003p
S0023112004p,B1079001p
S0020807001sc,B0458003sc
S0023481005p,B0406008p
S0070513003p,B0393006p
B0442004p,B0205002p
S0020927001p,B0120001p
S0023220001sc,B1052002sc
S0020399001sc,B0658001sc
S0018112004p,B0406006p
S0023391001sc,B0560001sc
S0017288001sc,B0281002sc
B0781003p,B0562001p
S0019888001p,B0304003p
S0017804009p,B0423007p
S0024213002sc,B0932002sc
B1201002p,B0933002p
B0628002sc,B0244001sc
S0023952006p,B0393007p
S0023489002p,B1065006p
S0977035007p,B0320006p
B0845003p,B0540007p
S0020364010p,B0159005p
B0745008p,B0089010p
S0022914001p,B0392002p
S0022581001sc,B0793003sc
B0654001p,B0376005p
S0022956004p,B0287003p
S0053201006p,B1063007p
S0020242004p,B0514007p
S0052118002p,B0685006p
S0053197004p,B0972007p
S0000906008p,B0584005p
B0996002sc,B0725001sc
S0023111005p,B0469004p
S0070503009p,B0356008p
B0885003p,B0595005p
S0024402005p,B0218008p
S0010949003sc,B1005002sc
S0024336002sc,B0195001sc
S0018058007p,B0111006p
S0019282003sc,B0290002sc
B1044003p,B0140003p
S0019982002p,B0578009p
S0022821002sc,B1203002sc
S0019577001p,B1099004p
S0023262002sc,B0024002sc
S0051674008p,B1082006p
S0020375003p,B0351002p
S0018485004p,B0565003p
S0053103005p,B0386003p
S0019911006p,B1203002p
B1139009p,B0588002p
S0023222001sc,B0898001sc
S0023588001sc,B0652001sc
S0023465005p,B0410003p
B0606001sc,B0180002sc
S0023593003sc,B1015002sc
S0020837001sc,B0469003sc
S0021333006p,B0892002p
S0023742005p,B0829005p
S0022620008p,B1081006p
S0020541004p,B0911002p
S0019793001sc,B0156002sc
S0016683001sc,B0989001sc
B1128006p,B0957002p
S0019793003sc,B0179001sc
S0053258006p,B0405004p
S0016928002p,B0009006p
S0021048002p,B0214004p
S0020411004sc,B0336001sc
S0053341001sc,B0691002sc
B1153001sc,B0321001sc
B1125005p,B0996003p
S0018212003sc,B0283002sc
S0022712002p,B0708001p
S0017617003p,B0619008p
S0010848003p,B0004004p
S0020223001p,B0642007p
S0019256002p,B0426002p
S0022710008p,B0679002p
S0022793002p,B1078003p
S0024425002p,B0646009p
S0024144002sc,B0759002sc
S0051699002p,B0837001p
S0017165011p,B0268001p
S0020368009p,B0192003p
S0022931007p,B0868005p
S0019882004p,B0488005p
S0020560006p,B0325002p
S0022894001p,B1145001p
S0080014006p,B0240010p
S0010869005p,B1056006p
S0017084003p,B0205001p
S0021310001p,B0214006p
B0842006p,B0608003p
S0023943003p,B0175002p
S0021307010p,B0317001p
S0023455003p,B0680007p
B0717004p,B0061003p
S0017366001p,B1042009p
S0024404002p,B0603001p
S0024397003p,B0097002p
S0023043006sc,B0175001sc
S0070479001p,B0491004p
S0023106002sc,B0613001sc
S0001012005p,B0568004p
S0020255002p,B0817001p
S0053352001p,B0107006p
S0022597002sc,B0143002sc
S0023832002sc,B0228002sc
S0018104003sc,B0522001sc
B0911001sc,B0176002sc
S0020971001p,B0101001p
S0023524004p,B0616002p
S0023446006p,B0749003p
S0017329007p,B0672005p
S0017188010p,B0417006p
B0756003p,B0557005p
S0000814001sc,B0772001sc
S0020601001p,B0036007p
S0022805006p,B0297005p
S0024074003p,B0440008p
S0023462009p,B0554004p
B0889004p,B0433010p
S0022871005p,B1073003p
